行 ID,オーダー ID,オーダー日,出荷日,出荷モード,顧客 ID,顧客名,顧客区分,市区町村,都道府県,国/地域,地域,製品 ID,カテゴリ,サブカテゴリ,製品名,売上,数量,割引率,利益
1483,JP-2021-1390045,2021-08-25,2021-08-29,通常配送,辺翔-11950,辺見 翔太,消費者,堺市堺区,大阪府,日本,関西地方,家具-椅子-10001886,家具,椅子,"Hon スツール, 赤",43640.0,4,0.0,6544.0
1484,JP-2021-1390045,2021-08-25,2021-08-29,通常配送,辺翔-11950,辺見 翔太,消費者,堺市堺区,大阪府,日本,関西地方,家具-テー-10004417,家具,テーブル,"Hon 教育用机, 組み立て済み",89112.0,5,0.2,-21853.0
1485,JP-2021-1390045,2021-08-25,2021-08-29,通常配送,辺翔-11950,辺見 翔太,消費者,堺市堺区,大阪府,日本,関西地方,家電-コピ-10000260,家電,コピー機,"ヒューレット・パッカード 家庭用コピー機, 赤",37991.99999999999,4,0.0,1136.0
1486,JP-2022-1741200,2022-01-23,2022-01-25,ファースト クラス,吉美-17560,吉村 美咲,小規模事業所,半田市,愛知県,日本,中部地方,事務用-クリ-10001023,事務用品,クリップ,"Stockwell クランプ, メタル",9030.0,7,0.0,2618.0
1487,JP-2022-1741200,2022-01-23,2022-01-25,ファースト クラス,吉美-17560,吉村 美咲,小規模事業所,半田市,愛知県,日本,中部地方,事務用-バイ-10001819,事務用品,バインダー,"Avery 穴あけパンチ, クリア",7288.000000000001,4,0.0,3352.0000000000005
1488,JP-2022-1741200,2022-01-23,2022-01-25,ファースト クラス,吉美-17560,吉村 美咲,小規模事業所,半田市,愛知県,日本,中部地方,事務用-ラベ-10000302,事務用品,ラベル,"Avery 取り外し可能ラベル, 調整可能",4032.0,7,0.0,1036.0
1489,JP-2022-1741200,2022-01-23,2022-01-25,ファースト クラス,吉美-17560,吉村 美咲,小規模事業所,半田市,愛知県,日本,中部地方,事務用-紙-10000449,事務用品,紙,"ゼロックス 硫酸紙, プレミアム",3536.0,4,0.0,1480.0
1490,JP-2020-1044305,2020-10-27,2020-10-31,通常配送,若陽-20920,若生 陽子,消費者,新宿区,東京都,日本,関東地方,事務用-アプ-10004703,事務用品,アプライアンス,"キッチンエイド ミキサー, シルバー",11287.999999999998,2,0.15,4248.0
1491,JP-2020-1742632,2020-06-08,2020-06-13,通常配送,栄涼-13030,栄田 涼,小規模事業所,伊勢市,三重県,日本,関西地方,事務用-ラベ-10000756,事務用品,ラベル,"Avery 色分けラベル, 赤",524.4,1,0.4,-123.60000000000005
1492,JP-2020-1742632,2020-06-08,2020-06-13,通常配送,栄涼-13030,栄田 涼,小規模事業所,伊勢市,三重県,日本,関西地方,事務用-封筒-10004766,事務用品,封筒,"Cameo 各種封筒, リサイクル",2956.7999999999997,2,0.4,-1035.2
1493,JP-2020-1078375,2020-06-16,2020-06-20,通常配送,大陽-18505,大和田 陽菜,消費者,鎌ケ谷市,千葉県,日本,関東地方,家具-テー-10001687,家具,テーブル,"Hon コーヒー テーブル, 黒",29484.000000000004,2,0.3,-8848.000000000002
1494,JP-2020-1078375,2020-06-16,2020-06-20,通常配送,大陽-18505,大和田 陽菜,消費者,鎌ケ谷市,千葉県,日本,関東地方,事務用-クリ-10001684,事務用品,クリップ,"Accos 画鋲, 12 パック",1573.1999999999998,3,0.4,-82.80000000000018
1495,JP-2021-1744645,2021-12-21,2021-12-26,通常配送,田実-16705,田久保 実,小規模事業所,苫小牧市,北海道,日本,北海道,事務用-文房-10003620,事務用品,文房具,"Acme はさみ, 業務用",3247.2,3,0.4,-166.80000000000018
1496,JP-2022-1745482,2022-12-15,2022-12-19,通常配送,宗拓-12325,宗村 拓海,小規模事業所,佐世保市,長崎県,日本,九州,事務用-バイ-10000969,事務用品,バインダー,"カーディナル 穴の補強テープ, リサイクル",456.0,2,0.4,-140.0
1497,JP-2022-1745482,2022-12-15,2022-12-19,通常配送,宗拓-12325,宗村 拓海,小規模事業所,佐世保市,長崎県,日本,九州,事務用-バイ-10002640,事務用品,バインダー,"カーディナル 穴あけパンチ, クリア",7912.799999999999,7,0.4,-1985.1999999999998
1498,JP-2022-1458796,2022-03-05,2022-03-07,ファースト クラス,神丈-11980,神田 丈夫,消費者,西宮市,兵庫県,日本,関西地方,事務用-画材-10004646,事務用品,画材,"Boston 鉛筆削り, 青",5790.0,3,0.0,1386.0
1499,JP-2022-1747916,2022-11-19,2022-11-23,通常配送,磯陽-12220,磯上 陽子,消費者,日光市,栃木県,日本,関東地方,事務用-文房-10003506,事務用品,文房具,"Fiskars 大型のはさみ, 長方形",20692.0,7,0.0,8680.0
1500,JP-2022-1747916,2022-11-19,2022-11-23,通常配送,磯陽-12220,磯上 陽子,消費者,日光市,栃木県,日本,関東地方,家電-コピ-10004373,家電,コピー機,"ブラザー ファックスとコピー機, カラー",51448.0,4,0.0,8744.0
1501,JP-2022-1243842,2022-11-04,2022-11-07,セカンド クラス,真凛-16255,真坂 凛,大企業,東村山郡中山町,山形県,日本,東北地方,事務用-保管-10001265,事務用品,保管箱,"Rogers ファイル カート, 青",37760.0,4,0.0,340.0
1502,JP-2019-1015946,2019-09-03,2019-09-07,セカンド クラス,久勇-18775,久下 勇,小規模事業所,飯田市,長野県,日本,中部地方,家電-コピ-10001471,家電,コピー機,"HP コピー機, 赤",32252.0,2,0.0,9672.0
1503,JP-2019-1015946,2019-09-03,2019-09-07,セカンド クラス,久勇-18775,久下 勇,小規模事業所,飯田市,長野県,日本,中部地方,事務用-アプ-10000965,事務用品,アプライアンス,"ブレビル コーヒーミル, シルバー",12522.0,3,0.0,2628.0
1504,JP-2022-1750422,2022-11-04,2022-11-08,セカンド クラス,高緑-14290,高須賀 緑,小規模事業所,東松山市,埼玉県,日本,関東地方,事務用-ラベ-10002808,事務用品,ラベル,"Smead 輸送用ラベル, 白",2321.9999999999995,3,0.0,858.0
1505,JP-2020-1057064,2020-08-25,2020-08-27,セカンド クラス,大千-21490,大矢 千代子,消費者,四日市市,三重県,日本,関西地方,事務用-保管-10003674,事務用品,保管箱,"Fellowes フォルダ, フル サイズ",3171.5999999999995,3,0.4,-1859.3999999999996
1506,JP-2020-1751279,2020-07-22,2020-07-26,セカンド クラス,稲結-20710,稲垣 結衣,小規模事業所,小松市,石川県,日本,中部地方,事務用-バイ-10001729,事務用品,バインダー,"Ibico バインダー カバー, リサイクル",1868.0,2,0.0,296.0
1507,JP-2022-1673403,2022-08-02,2022-08-03,ファースト クラス,永凛-20545,永瀬 凛,大企業,北上市,岩手県,日本,東北地方,家具-椅子-10003859,家具,椅子,"Harbour Creations ロッキング チェア, 赤",41185.19999999999,7,0.4,-4818.799999999992
1508,JP-2020-1752076,2020-12-11,2020-12-13,セカンド クラス,登克-10555,登坂 克己,大企業,川崎市川崎区,神奈川県,日本,関東地方,事務用-画材-10001197,事務用品,画材,"Stanley 蛍光ペン, メタル",2127.9999999999995,2,0.0,20.0
1509,JP-2022-1752451,2022-09-11,2022-09-13,ファースト クラス,奥誠-12070,奥脇 誠,小規模事業所,柏崎市,新潟県,日本,中部地方,事務用-ラベ-10001987,事務用品,ラベル,"Harbour Creations 色分けラベル, 白",4300.0,5,0.0,1460.0
1510,JP-2022-1752451,2022-09-11,2022-09-13,ファースト クラス,奥誠-12070,奥脇 誠,小規模事業所,柏崎市,新潟県,日本,中部地方,家電-付属-10004934,家電,付属品,"ロジクール マウス, プログラミング可能",6156.000000000002,3,0.0,1044.0
1511,JP-2021-1753123,2021-11-20,2021-11-26,通常配送,勝緑-16165,勝山 緑,大企業,高槻市,大阪府,日本,関西地方,事務用-画材-10003101,事務用品,画材,"Stanley ペン, 青",6700.000000000001,10,0.0,2800.0
1512,JP-2021-1190725,2021-07-20,2021-07-25,通常配送,大小-13480,大向 小百合,小規模事業所,瀬戸市,愛知県,日本,中部地方,事務用-アプ-10002383,事務用品,アプライアンス,"キッチンエイド ミキサー, 赤",13179.999999999998,2,0.0,3556.0
1513,JP-2022-1523028,2022-06-24,2022-06-26,セカンド クラス,堀誠-18700,堀篭 誠,消費者,今治市,愛媛県,日本,四国,事務用-封筒-10000695,事務用品,封筒,"Cameo クラフト封筒, 赤",1739.9999999999998,2,0.0,328.0
1514,JP-2019-1754955,2019-01-12,2019-01-14,ファースト クラス,新皐-16615,新宅 皐,大企業,市原市,千葉県,日本,関東地方,事務用-ラベ-10001329,事務用品,ラベル,"Novimex 色分けラベル, 白",1987.1999999999996,4,0.4,-764.8
1515,JP-2022-1018543,2022-11-22,2022-11-25,ファースト クラス,宮輝-21295,宮原 輝,消費者,高槻市,大阪府,日本,関西地方,事務用-封筒-10004283,事務用品,封筒,"Jiffy 茶封筒, 赤",5910.0,3,0.0,1950.0
1516,JP-2019-1755868,2019-09-28,2019-10-02,通常配送,竹彩-20695,竹鼻 彩花,大企業,新宿区,東京都,日本,関東地方,事務用-クリ-10004059,事務用品,クリップ,"OIC ホチキス, メタル",649.4,1,0.15,259.4
1517,JP-2022-1072320,2022-01-21,2022-01-25,セカンド クラス,飯海-12640,飯島 海斗,消費者,岡崎市,愛知県,日本,中部地方,家具-本棚-10004909,家具,本棚,"Bush コーナー シェルフ, 従来型",49596.0,6,0.0,1476.0
1518,JP-2021-1412900,2021-09-29,2021-10-05,通常配送,花大-11545,花野 大輔,大企業,富士市,静岡県,日本,中部地方,家具-椅子-10000003,家具,椅子,"Hon 肘掛け椅子, 調整可能",36770.399999999994,2,0.4,-2453.5999999999985
1519,JP-2022-1223055,2022-06-28,2022-07-04,通常配送,薗葵-19075,薗田 葵,消費者,豊橋市,愛知県,日本,中部地方,家具-テー-10003895,家具,テーブル,"Lesro 会議机, 組み立て済み",274895.99999999994,8,0.4,-182584.0
1520,JP-2021-1757617,2021-05-15,2021-05-19,通常配送,鳥拓-17470,鳥羽 拓也,小規模事業所,船橋市,千葉県,日本,関東地方,家電-付属-10002197,家電,付属品,"サンディスク キーボード, プログラミング可能",6638.400000000001,2,0.4,-3653.6000000000013
1521,JP-2021-1757617,2021-05-15,2021-05-19,通常配送,鳥拓-17470,鳥羽 拓也,小規模事業所,船橋市,千葉県,日本,関東地方,事務用-封筒-10004523,事務用品,封筒,"Ames 茶封筒, リサイクル",2818.7999999999997,3,0.4,-1837.2000000000003
1522,JP-2021-1757617,2021-05-15,2021-05-19,通常配送,鳥拓-17470,鳥羽 拓也,小規模事業所,船橋市,千葉県,日本,関東地方,家電-付属-10000552,家電,付属品,"ロジクール キーボード, 高耐久性",20344.800000000003,7,0.4,2704.7999999999975
1523,JP-2021-1757617,2021-05-15,2021-05-19,通常配送,鳥拓-17470,鳥羽 拓也,小規模事業所,船橋市,千葉県,日本,関東地方,事務用-保管-10000222,事務用品,保管箱,"Smead 棚, メタル",1920.0,1,0.4,32.0
1524,JP-2021-1757617,2021-05-15,2021-05-19,通常配送,鳥拓-17470,鳥羽 拓也,小規模事業所,船橋市,千葉県,日本,関東地方,家具-本棚-10001439,家具,本棚,"Sauder コーナー シェルフ, 従来型",29460.0,5,0.4,-2460.0
1525,JP-2021-1757617,2021-05-15,2021-05-19,通常配送,鳥拓-17470,鳥羽 拓也,小規模事業所,船橋市,千葉県,日本,関東地方,事務用-封筒-10004705,事務用品,封筒,"Kraft クラフト封筒, 50 枚セット",1440.0,4,0.4,-144.0
1526,JP-2020-1760195,2020-08-08,2020-08-08,即日配送,竹幸-18280,竹内 幸子,大企業,八代市,熊本県,日本,九州,事務用-バイ-10003377,事務用品,バインダー,"アコ バインダー カバー, エコノミー",2663.9999999999995,3,0.0,474.0
1527,JP-2020-1760195,2020-08-08,2020-08-08,即日配送,竹幸-18280,竹内 幸子,大企業,八代市,熊本県,日本,九州,家具-本棚-10004909,家具,本棚,"Bush コーナー シェルフ, 従来型",16532.0,2,0.0,492.0
1528,JP-2020-1760195,2020-08-08,2020-08-08,即日配送,竹幸-18280,竹内 幸子,大企業,八代市,熊本県,日本,九州,家具-家具-10000450,家具,家具,"Rubvermaid 積み重ねトレイ, プレミアム",7920.0,5,0.0,3800.0
1529,JP-2020-1760195,2020-08-08,2020-08-08,即日配送,竹幸-18280,竹内 幸子,大企業,八代市,熊本県,日本,九州,事務用-紙-10004784,事務用品,紙,"サンディスク ノート, 12 パック",6792.0,3,0.0,2711.9999999999995
1530,JP-2019-1000099,2019-02-10,2019-02-17,通常配送,阿法-19060,阿彦 法子,小規模事業所,宇治市,京都府,日本,関西地方,事務用-保管-10001768,事務用品,保管箱,"Rogers フォルダ, 青",8183.999999999999,4,0.0,340.0
1531,JP-2019-1000099,2019-02-10,2019-02-17,通常配送,阿法-19060,阿彦 法子,小規模事業所,宇治市,京都府,日本,関西地方,事務用-紙-10000166,事務用品,紙,"Green Bar リーム, 12 パック",6780.0,3,0.0,744.0
1532,JP-2019-1000099,2019-02-10,2019-02-17,通常配送,阿法-19060,阿彦 法子,小規模事業所,宇治市,京都府,日本,関西地方,事務用-ラベ-10003446,事務用品,ラベル,"Harbour Creations 法的提出用ラベル, 高耐久性",6048.0,8,0.0,1504.0
1533,JP-2020-1116816,2020-09-05,2020-09-09,通常配送,渋克-21385,渋沢 克己,小規模事業所,大牟田市,福岡県,日本,九州,事務用-画材-10001664,事務用品,画材,"BIC ペン, 青",3808.0,4,0.0,832.0
1534,JP-2020-1116816,2020-09-05,2020-09-09,通常配送,渋克-21385,渋沢 克己,小規模事業所,大牟田市,福岡県,日本,九州,家具-椅子-10002799,家具,椅子,"Office Star 折り畳み式の椅子, 赤",18342.0,3,0.0,3666.0
1535,JP-2019-1088373,2019-12-01,2019-12-07,通常配送,吉一-18250,吉積 一樹,大企業,芦屋市,兵庫県,日本,関西地方,事務用-バイ-10002204,事務用品,バインダー,"アコ 穴あけパンチ, クリア",15776.000000000002,8,0.0,2992.0
1536,JP-2022-1763316,2022-06-16,2022-06-19,ファースト クラス,星優-14950,星島 優月,消費者,新宿区,東京都,日本,関東地方,事務用-保管-10002041,事務用品,保管箱,"Fellowes ボックス, メタル",2125.0,2,0.15,149.0
1537,JP-2022-1763316,2022-06-16,2022-06-19,ファースト クラス,星優-14950,星島 優月,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10004069,事務用品,バインダー,"Avery バインダー カバー, クリア",1193.3999999999999,2,0.15,-170.6
1538,JP-2022-1763316,2022-06-16,2022-06-19,ファースト クラス,星優-14950,星島 優月,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10002780,事務用品,バインダー,"アコ タブ, エコノミー",1944.8,4,0.15,592.8
1539,JP-2022-1763316,2022-06-16,2022-06-19,ファースト クラス,星優-14950,星島 優月,消費者,新宿区,東京都,日本,関東地方,家電-付属-10004678,家電,付属品,"サンディスク ルータ, プログラミング可能",58445.999999999985,4,0.15,21998.0
1540,JP-2022-1763316,2022-06-16,2022-06-19,ファースト クラス,星優-14950,星島 優月,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10003459,事務用品,バインダー,"Ibico タブ, 高耐久性",1769.6999999999998,3,0.15,539.7
1541,JP-2022-1763316,2022-06-16,2022-06-19,ファースト クラス,星優-14950,星島 優月,消費者,新宿区,東京都,日本,関東地方,家具-椅子-10000530,家具,椅子,"Office Star 折り畳み式の椅子, 調整可能",37366.0,7,0.15,0.0
1542,JP-2022-1763316,2022-06-16,2022-06-19,ファースト クラス,星優-14950,星島 優月,消費者,新宿区,東京都,日本,関東地方,事務用-ラベ-10003335,事務用品,ラベル,"Hon 取り外し可能ラベル, 白",1162.8,2,0.15,242.80000000000007
1543,JP-2022-1763316,2022-06-16,2022-06-19,ファースト クラス,星優-14950,星島 優月,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10001886,事務用品,バインダー,"アコ バインダー, 高耐久性",943.5,1,0.15,-100.5
1544,JP-2022-1763316,2022-06-16,2022-06-19,ファースト クラス,星優-14950,星島 優月,消費者,新宿区,東京都,日本,関東地方,事務用-バイ-10002144,事務用品,バインダー,"Avery とじ機, クリア",13685.000000000002,5,0.15,-1295.0000000000002
1545,JP-2019-1766432,2019-09-27,2019-10-04,通常配送,奥大-17290,奥迫 大地,小規模事業所,岸和田市,大阪府,日本,関西地方,家電-コピ-10001566,家電,コピー機,"キヤノン ファックス, カラー",42644.0,2,0.0,13644.0
1546,JP-2019-1766432,2019-09-27,2019-10-04,通常配送,奥大-17290,奥迫 大地,小規模事業所,岸和田市,大阪府,日本,関西地方,事務用-バイ-10000741,事務用品,バインダー,"Ibico タブ, エコノミー",2970.0,5,0.0,410.0
1547,JP-2019-1766432,2019-09-27,2019-10-04,通常配送,奥大-17290,奥迫 大地,小規模事業所,岸和田市,大阪府,日本,関西地方,家具-家具-10002415,家具,家具,"Advantus ドア ストッパー, マルチパック",27054.0,9,0.0,5130.0
1548,JP-2019-1766432,2019-09-27,2019-10-04,通常配送,奥大-17290,奥迫 大地,小規模事業所,岸和田市,大阪府,日本,関西地方,事務用-文房-10002839,事務用品,文房具,"Kleencut 定規, 青",1807.9999999999998,2,0.0,720.0
1549,JP-2019-1766432,2019-09-27,2019-10-04,通常配送,奥大-17290,奥迫 大地,小規模事業所,岸和田市,大阪府,日本,関西地方,家具-椅子-10002079,家具,椅子,"Novimex スツール, 赤",43856.0,4,0.0,5696.0
